pubblicata_da;anno_rif;cup;cup_master;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;codice_natura_opera;natura_opera;tipologia_opera_incompiuta;codice_tipologia_cup;tipologia_cup;localizz_cod_istat;localizz_cod_nuts;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;settore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_necesari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria_statale;copertura_finanziaria_regionale;copertura_finanziaria_provinciale;copertura_finanziaria_comunale;altra_copertura_finanziaria_pubblica;copertura_finanziaria_privata;comunitaria;mancanza_fondi;cause_tecniche;soprav_nuove_norme_tec_disp_legge;fallim_liq_coatta_e_conc_prev;mancato_interesse_al_compl;opera_fruibile_dalla_collettivita;possibile_uso_ridim;destinazione_uso_alternativa;sentito_demanio;destinazione_uso_opera;opera_inserita_in_infrastruttura_rete;incomp_costituisce_discont_rete;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;struttura_unica;tipo_indirizzo;indirizzo;strumento_programmazione;descrizionestrumento_programmazione;altre_informazioni;livello_sviluppo;utilita_per_collettivita;id_trasm_elenco;lat;lon
Regione Calabria;2016;E13B08000120001;;Regionale;comune di montepaone;297260796;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;18079081;ITF63;Regionale;piano straordinario messa in sicurezza degli edifici scolastici comunali ( art. 90 comma 21 Legge 289/2002  deliberazione CIPE n. 143/2000) -;PIANO STRAORDINARIO DI MESSA IN SICUREZZA DEGLI EDIFICI SCOLASTICI COMUNALI ( ART. 80 LEGGE 289/2002);na;1.000.000,00;5;8;SOCIALI E SCOLASTICHE;82;ASILI NIDO;45454000-4;No;34.299.598,00;207.800,00;207.800,00;Si;700.000,00;2289;N;;342;342;Si;;;;;;;Si;;;;;No;No;teatro comunale;;Alternativa per l'opera;No;;2008;12/12/2008;10/03/2010;ASILO NIDO - COMUNE DI MONTEPAONE;No;;VIA PELEGGI;0;;;Art.4 c. 2 Lett. g);;2,97E+39;387.227.070.836.813;16.498.293.635.926
Regione Calabria;2016;I34E87000000001;;Regionale;COMUNE DI SERRA SAN BRUNO;278200795;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;18102037;ITF64;Regionale;"Costruzione di un'isola ecologica ed annessa discarica d'emergenza in localit� ""Roseto-Tavolella""";REALIZZAZIONE DI OPERE PER LO SMALTIMENTO DEI RIFIUTI;nu;21.000,00;2;10;OPERE DI SMALTIMENTO REFLUI E RIFIUTI;115;IMPIANTI SMALTIMENTO RIFIUTI URBANI;;No;65.073.569,00;44.260.683,00;7.878.034,00;No;;178;N;;65074;65074;Si;;;;;;;;Si;;;;No;Si;dISCARICA PER INERTI - PARERE FAVOREVOLE COMMISSARIO PER L'EMERGENZA AMBIENTALE DELLA REGIONE CALABRIA DEL 29/08/2006;;Alternativa per l'opera;No;;1987;03/10/2013;;"COSTRUZIONE DI UN IMPIANTO PER LO SMALTIMENTO DEI RIFIUTI SOLIDI URBANI ED ANESSA ISOLA ECOLOGICA IN LOCALIT? ""ROSETO-TAVOLELLA""";No;;LOC. ROSETO;0;;;Art.4 c. 2 Lett. g);;2,78E+39;385.571.258.914.293;163.218.895.101.419
Regione Calabria;2016;G98J05000000002;;Regionale;COMUNE DI ACRI (CS);388670788;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;18078003;ITF61;Regionale;Completamento Caserma dei Carabinieri;REALIZZAZIONE CASERMA;Mq;280;5;32;DIFESA;90;CASERME;45216000-4;No;2.925.000,00;425.000,00;300.000,00;Si;2.500.000,00;1026;;;425;425;;Si;;;;;;Si;No;No;No;No;No;No;;;In progetto per l'opera;Si;No;2005;19/04/2005;;CASERMA DEI CARABINIERI;No;;VIA DELLA RESISTENZA;0;;;Art.4 c. 2 Lett. g);;3,89E+39;394.944.370.666.619;164.284.657.097.438
Regione Calabria;2016;E66D13000310002;;Nazionale;comune di san pietro di carid�;82001330800;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;7;MANUTENZIONE STRAORDINARIA;18080075;ITF65;Regionale;Campo Sportivo comunale;MANUTENZIONE STRAORDINARIA CAMPO SPORTIVO;Mq;6.000,00;5;12;SPORT SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;;No;150.000,00;0;0;Si;150.000,00;0;N;;150;150;;Si;;;;;;Si;No;No;No;No;No;Si;AREA PROTEZIONE CIVILE;;Alternativa per l'opera;No;;2013;26/09/2013;;MANUTENZIONE STRAORDINARIA CAMPO SPORTIVO;No;;VIA PROVINCIALE;99;piano triennale;;Art.4 c. 2 Lett. g);;8,20E+45;384.907.987.558.489;16.189.714.847.392
Regione Campania;2016;F51B97000010002;;Regionale;Comune di Cerreto Sannita;81000090621;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;15062023;ITF32;Regionale;LAVORI DI COSTRUZIONE DELLA BRETELLA DI COLLEGAMENTO SUPERSTRADE BENEVENTO CAIANELLO E BENEVENTO CAMPOBASSO- 2� LOTTO;"COSTRUZIONE DI UNA STRADA INTERCOMUNALE DI RACCORDO TRA DUE SUPERSTRADE;";Ml;2.000,00;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;45200000-9;No;2.661.095.818,00;1.153.707.269,00;1.073.551.031,00;No;;9305;N;;2.661.096,00;2.661.096,00;;Si;;;;;;No;No;No;Si;No;No;No;;;In progetto per l'opera;Si;Si;1997;25/03/2016;;LAVORI DI COSTRUZIONE DELLA BRETELLA DI COLLEGAMENTO SUPERSTRADE BENEVENTO-CAIANELLO E BENEVENTO-CAMPOBASSO - 2? LOTTO.;No;;DIVERSE LOCALIT?;0;;IL PROGETTO INTERESSA I COMUNI DI CERRETO S. GUARDIA S. SAN LORENZO MAGGIORE CASTELVENERE TELESE TERME;Art.4 c. 2 Lett. d);;8,10E+45;412.978.776.136.581;145.820.081.501.635
Regione Campania;2016;I75E08000030002;;Regionale;COMUNE DI MONTELLA;235250644;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;15064057;ITF34;Regionale;COMPLETAMENTO COSTRUZIONE NUOVA SEDE COMUNALE E PIAZZA CIVICA 2� LOTTO;LAVORI DI COMPLETAMENTO DELLA NUOVA SEDE COMUNALE E SISTEMAZIONE PIAZZA CIVICA 2? LOTTO;vn;40;5;33;DIREZIONALI E AMMINISTRATIVE;3;OPERE E INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE;;No;410.982.309,00;376.109.683,00;376.109.683,00;Si;34.872.626,00;9151;N;;626.957,00;626.957,00;;Si;;;;;;No;Si;No;No;No;No;No;;;In progetto per l'opera;No;;2008;26/01/2011;;COMUNE DI MONTELLA;No;;PIAZZA DEGLI IRPINI;1;FONDI FAS;;Art.4 c. 2 Lett. d);;2,35E+39;408.293.773.426.193;15.009.896.651.657
Regione Campania;2016;F65G10000000002;;Regionale;COMUNE DI ALTAVILLA IRPINA;80010990648;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;15064002;ITF34;Regionale;LAVORI DI COMPLETAMENTO PARCO S. ANGELO - PISCINA CON SPOGLIATOI - REALIZZAZIONE COPERTURA;COMPLETAMENTO PISCINA - REALIZZAZIONE COPERTURA;Mq;900;5;12;SPORT SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45261000-4;No;297.000,00;232.022,00;21.191.017,00;No;;9133;N;;297;297;;Si;;;;;;;;;Si;;No;No;;;In progetto per l'opera;No;;2010;19/01/2010;;IMPIANTI SPORTIVI PARCO S. ANGELO;No;;LOC. S. ANGELO ALTAVILLA IRPINA;99;Programma Triennale OO.PP.;;Art.4 c. 2 Lett. d);;8,00E+45;410.004.155.266.287;147.870.171.778.236
Regione Campania;2016;I49J05000070002;;Regionale;COMUNE DI MONTELLA;235250644;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;99;ALTRO;15064057;ITF34;Regionale;RIQUALIFICAZIONE DEL VIALE SAN FRANCESCO 1� LOTTO FUNZIONALE;RIQUALIFICAZIONE DEL VIALE SAN FRANCESCO 1� LOTTO;Ml;1.400,00;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;;No;402.062,00;33.353.827,00;33.353.827,00;Si;6.852.373,00;8296;;;54074;54074;;Si;;;;;;No;Si;No;No;No;No;No;;;In progetto per l'opera;No;;2005;14/03/2006;;;No;;;99;FONDI REGIONALI;FONDI REGIONALI;Art.4 c. 2 Lett. d);;2,35E+39;408.293.773.426.193;15.009.896.651.657
Regione Campania;2016;D62B09000320002;;Regionale;COMUNE DI SOLOFRA;91910646;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;57;COMPLETAMENTO DI MANUTENZIONE STRAORDINARIA;15064101;;Regionale;Lavori di adeguamento statico e completamento funzionale del Palazzo Ducale Orsini a struttura musealericettiva congressuale di eccellenza.;ADEGUAMENTO STATICO E COMPLETAMENTO FUNZIONALE A STRUTTURA MUSEALE E RICETTIVA CONGRESSUALE DI ECCELLENZA;Mq;4.000,00;5;11;OPERE PER IL RECUPERO VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;97;MUSEI ARCHIVI E BIBLIOTECHE;;No;2.000.000,00;156.248.032,00;156.248.032,00;Si;156.243.741,00;50;N;;2.000,00;2.000,00;;Si;;;;;;Si;No;No;No;No;Si;Si;;;In progetto per l'opera;No;;2009;09/03/2010;;PALAZZO DUCALE ORSINI;No;;PIAZZA SAN MICHELE 5;0;;;Art.4 c. 2 Lett. e);;9,19106E+14;408.267.744.068.158;148.459.162.929.462
Regione Campania;2016;J84E16000120005;;Regionale;Comune di Benevento - Settore OO.PP.;74270620;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;58;AMPLIAMENTO;15062008;;Regionale;ASSE VIARIO INTERQUARTIERE TRA AREA STADIO E RIONE MELLUSI;COMPLETAMENTO ASSE VIARIO INTERQUARTIERE TRA AREA STADIO E RIONE MELLUSI;Mq;15.000,00;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;;No;20.000.000,00;10.000.000,00;10.000.000,00;Si;10.000.000,00;50;N;;10.000,00;10.000,00;;;;;Si;;;Si;;Si;;;Si;No;;;In progetto per l'opera;Si;Si;2016;30/03/2016;;COMPLETAMENTO ASSE VIARIO INTERQUARTIERE TRA AREA STADIO E RIONE MELLUSI;Si;;ASSE INTERQUARTIERE;0;;;Art.4 c. 2 Lett. e);;7,42706E+14;41.149.128.542.316;147.828.885.063.194
Regione Campania;2016;J84E16000140001;;Regionale;Comune di Benevento - Settore OO.PP.;74270620;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;58;AMPLIAMENTO;15062008;;Regionale;ASSE VIARIO DI SUPPORTO INDUSTRIALE ALLE CONTRADE OLIVOLA - ROSETO - SAN VITALE;COMPLETAMENTO ASSE VIARIO DI SUPPORTO INDUSTRIALE ALLE CONTRADE OLIVOLA - ROSETO - SAN VITALE;Mq;10.000,00;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;;No;6.000.000,00;3.000.000,00;3.000.000,00;Si;3.000.000,00;50;N;;3.000,00;3.000,00;Si;;;;;;;Si;No;;;;Si;Si;;;In progetto per l'opera;Si;Si;2016;30/03/2016;;COMPLETAMENTO ASSE VIARIO DI SUPPORTO INDUSTRIALE ALLE CONTRADE OLIVOLA - ROSETO - SAN VITALE;Si;;OLIVOLA - ROSETO - SAN VITALE;0;;;Art.4 c. 2 Lett. e);;7,42706E+14;41.149.128.542.316;147.828.885.063.194
Regione Campania;2016;J85C08000120006;;Regionale;Comune di Benevento - Settore OO.PP.;74270620;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;15062008;;Regionale;PIAZZA DUOMO II LOTTO - COMPLETAMENTO (ALLESTIMENTO INTERNO FINITURE E IMPIANTI) DI UNA STRUTTURA MUSEALE ESPOSITIVA;COMPLETAMENTO (ALLESTIMENTO INTERNO FINITURE E IMPIANTI) - II LOTTO;Mq;1.500,00;5;11;OPERE PER IL RECUPERO VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;97;MUSEI ARCHIVI E BIBLIOTECHE;;No;1.316.456.899,00;1.316.456.899,00;516.456.899,00;Si;8.000.000,00;244;N;;7.542,00;7.542,00;;;;;;;Si;Si;;;;;Si;Si;;;In progetto per l'opera;No;;2008;19/05/2009;;STRUTTURA MUSEALE ESPOSITIVA;No;;PIAZZA DUOMO;1;POR Campania F.E.S.R. 2007/2013;;Art.4 c. 2 Lett. e);;7,42706E+14;41.149.128.542.316;147.828.885.063.194
Regione Campania;2016;H15I15000050001;;Regionale;COMUNE DI MONTESANO SULLA MARCELLANA;83002290654;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;53;COMPLETAMENTO DI RECUPERO;15065076;;Regionale;Completamento Scuola Media Capoluogo;OPERE DI COMPLETAMENTO;Mq;2.840,00;5;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;;No;193.526.654,00;151.175.817,00;666.393,00;Si;126.887.354,00;2397;N;;30549;30549;Si;;;;;;;Si;No;No;No;No;Si;No;;;In progetto per l'opera;No;;2015;24/11/2015;;COMPLETAMENTO SCUOLA MEDIA MONTESANO CAPOLUOGO.;No;;VIA PILA;99;DEL. DI C.C. N.? 30/2014;;Art.4 c. 2 Lett. e);;8,30E+45;402.646.100.329.554;157.260.013.179.045
Regione Campania;2016;J84E16000130001;;Regionale;Comune di Benevento - Settore OO.PP.;74270620;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;58;AMPLIAMENTO;15062008;;Regionale;ASSE VIARIO INTERQUARTIERE NORD-EST;COMPLETAMENTO ASSE VIARIO INTERQUARTIERE NORD-EST;Mq;10.000,00;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;;No;5.000.000,00;5.000.000,00;1.000.000,00;Si;4.000.000,00;1111;N;;4.000,00;4.000,00;Si;;;;;;;Si;No;Si;;;Si;Si;;;In progetto per l'opera;Si;Si;2016;30/03/2016;;COMPLETAMENTO ASSE VIARIO INTERQUARTIERE NORD-EST;Si;;ASSE INTERQUARTIERE;0;;;Art.4 c. 2 Lett. e);;7,42706E+14;41.149.128.542.316;147.828.885.063.194
REGIONE UMBRIA;2016;I75D01000010001;;Regionale;Regione Umbria;;;;b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;;;10054001;;;Lavori di riparazione e miglioramento sismico immobile di propriet� regionale siti in Assisi loc. Bandita Cilleni;;;;;;;;;;;168.112.666,00;130.490.697,00;112.112.348,00;;0;859,00%;;;;;;;;;;;;;;;Si;;Si;Si;;;In progetto;No;No;;;;;;;;;;;Art.4 c. 2 Lett. b);0;;430.861.871.343.821;126.252.691.320.097
Regione Liguria;2016;C73E06000000001;;;AR.T.E. di IMPERIA;127020089;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;7000000;;Regionale;C.U.P.  C73E06000000001 -  Programma costruttivo di  12 + 12 alloggi di E.R.P in localita� S. STEVI  nel Comune di S. STEFANO AL MARE -SECONDO  STRALCIO LAVORI;*;ne;24;5;10;ABITATIVE;103;FABBRICATI RESIDENZIALI URBANI;45000000-7;No;423.416.399,00;261.943.879,00;35.003.594,00;Si;47.245.595,00;118;;N;398.416,00;398.416,00;Si;;;;;;;;Si;;Si;;No;No;;;In progetto per l'opera;No;;2006;19/06/2006;;;No;;;99;S.STEFANO AL MARE - S. STEVI - COSTR. 24 ALL.;S.STEFANO AL MARE - S. STEVI - COSTR. 24 ALL.;Art.4 c. 2 Lett. a);;;;
Regione Campania;2016;J82I06000050006;;Regionale;Comune di Benevento - Settore OO.PP.;74270620;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;3;RECUPERO;15062008;;Regionale;PARCO ARCHEOLOGICO E DEL VERDE - ANFITEATRO;SCAVI ARCHEOLOGICI NELL'AREA DELL'ANFITEATRO E RIQUALIFICAZIONE STRUTTURE DI ARCHEOLOGIA INDUSTRIALE CON FUNZIONI DI SUPPORTO AL PARCO ARCHEOLOGICO;Mq;2.000,00;5;11;OPERE PER IL RECUPERO VALORIZZAZIONE E FRUIZIONE DI BENI CULTURALI;95;INTERVENTI IN AREE ARCHEOLOGICHE;;No;5.250.000,00;5.250.000,00;250.000,00;Si;5.000.000,00;244;N;;5.250,00;5.250,00;;;;;;;Si;Si;;;;;Si;Si;;;In progetto per l'opera;No;;2006;11/03/2009;;PARCO ARCHEOLOGICO E DEL VERDE (ANFITEATRO);No;;VIA APPIA ANTICA;1;Intesa Governo/Regione Campania - Accelerazione della spesa in aree urbane;;Art.4 c. 2 Lett. e);;7,42706E+14;41.149.128.542.316;147.828.885.063.194
Regione Campania;2016;B76G15001870007;;Regionale;COMUNE DI CASALVELINO;84001610652;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;15065028;ITF35;Regionale;lottizzazione oleandri marina di casal velino opere di urbanizzazione da realizzarsi da parte di privati a scomputo oneri di urbanizzazione;OPERE DI URBANIZZAZIONE A SCOMPUTO PRIVATI STRADE GIARDINI PARCHEGGI;Mq;7.142,00;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;;No;138.000,00;80.000,00;0;Si;138.000,00;0;;;138;0;;;;;;Si;;;;;Si;;Si;Si;;;In progetto per l'opera;Si;Si;2015;31/03/2016;;OPERE DI URBANZZAZIONE OLEANDRI;No;;VIA OLEANDRI;99;RECUPERO OPERE A SCOMPUTO ONERI DI URBANIZZAZIONE;;Art.4 c. 2 Lett. e);;8,40E+45;402.052.582.290.138;151.290.679.495.292
Regione Campania;2016;B76G15001860007;;Regionale;COMUNE DI CASALVELINO;84001610652;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;15065028;ITF35;Regionale;lottizzazione polito edil marina opere di urbanizzaizone a scomputo;COMPLETAMENTO STRADE MARCIAPIEDE OPERE URBANIZZAZIONE;Mq;5.000,00;1;1;STRADALI;13;STRADE REGIONALI PROVINCIALI E COMUNALI;45233000-9;No;100.000,00;80.000,00;0;Si;100.000,00;0;;;100;0;;;;;;Si;;;;;Si;;Si;Si;;;In progetto per l'opera;Si;Si;2015;31/03/2016;31/12/2015;LOTTIZZAZIONE POLITO EDIL MARINA;No;;VIA PALINURO;99;OPERE A SCOMPUTO A CARICO DI PRIVATI;;Art.4 c. 2 Lett. e);;8,40E+45;402.052.582.290.138;151.290.679.495.292
Regione Campania;2016;I28G05000070005;;Regionale;Comune di Sarno;80020270650;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;15065135;ITF35;Regionale;Piazza ex Campo Sportivo. Opere II stralcio funzionale. Completamento Teatro.;Realizzazione teatro;Mq;1.000,00;5;12;SPORT SPETTACOLO E TEMPO LIBERO;100;TEATRI ED ALTRE STRUTTURE PER LO SPETTACOLO;45000000-7;No;481.937.077,00;374.585.233,00;3.343.293,00;Si;62.795.978,00;7644;;;5.000,00;5.000,00;;;;;Si;;;No;No;No;Si;No;No;No;;;In progetto per l'opera;No;;2005;22/11/2005;;;No;;;99;Costruzione teatro;Costruzione teatro;Art.4 c. 2 Lett. g);;8,00E+45;408.181.381.693.594;146.232.462.553.511
Regione Campania;2016;B75G08000090006;;Regionale;COMUNE DI CASALVELINO;84001610652;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione ultimati non sono stati collaudati nel termine previsto...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;15065028;ITF35;Regionale;Completamento impianto sportivo e piscina comprensoriale;COMPLETAMENTO IMPIANTO SPORTIVO POLIVALENTE-PISCINA CAMPO CALCIO;ne;1;5;12;SPORT SPETTACOLO E TEMPO LIBERO;98;IMPIANTI SPORTIVI;45400000-1;No;2.000.000,00;139.920.074,00;1.400.000,00;Si;600.000,00;7003;N;;2.600,00;2.600,00;;;;;;;Si;Si;No;No;No;No;No;No;;;In progetto per l'opera;No;;2008;15/05/2009;;IMPIANTO POLIVALENTE ARDISANI;No;;VIA ARDISANI;99;PROGRAMMA TRIENNALE OO PP;;Art.4 c. 2 Lett. g);;8,40E+45;402.052.582.290.138;151.290.679.495.292
Regione Campania;2016;I74E13000270004;;Regionale;COMUNE DI MONTELLA;235250644;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;58;AMPLIAMENTO;15064057;ITF34;Regionale;RIFUNZIONALIZZAZIONE RETE IDRICA- FOGNARIA E RIQUALIFICAZIONE LOCALITA� PRATI 1� STRALCIO;RIFUNZIONALIZZAZIONE RETE IDRICA - FOGNARIA E RIQUALIFICAZIONE LOCALITA' PRATI;Ml;750;1;1;STRADALI;15;STRADE RURALI;;No;19.514.143,00;11.615.326,00;11.615.326,00;Si;7.898.817,00;5952;N;;43601;43601;;;;Si;;;;No;Si;No;No;No;No;No;;;In progetto per l'opera;No;;2013;13/02/2014;;STRADA RURALE LOCALIT? PRATI;No;;PRATI;99;PIANO TRIENNALE;;Art.4 c. 2 Lett. g);;2,35E+39;408.293.773.426.193;15.009.896.651.657
Regione Campania;2016;D69D11000010007;;Regionale;COMUNE DI SOLOFRA;91910646;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;15064101;;Regionale;Programma di riqualificazione urbana per alloggi a canone sostenibile-Solofra.;PROGRAMMA DI RIQUALIFICAZIONE URBANA PER ALLOGGI A CANONE SOSTENIBILE;vn;40;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;999;ALTRE OPERE DI EDILIZIA PUBBLICA;;No;260.776.208,00;2.056.000,00;2.056.000,00;Si;1.799.676,00;5332;N;;260.776,00;260.776,00;Si;Si;;Si;;;;No;Si;No;No;No;No;No;;;In progetto per l'opera;No;;2011;14/02/2011;;ALLOGGI COMUNALI;No;;VIA XII APOSTOLI;0;;;Art.4 c. 2 Lett. g);;9,19106E+14;408.267.744.068.158;148.459.162.929.462
Regione Campania;2016;D67H13001750002;;Regionale;COMUNE DI SOLOFRA;91910646;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione avviati risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;15064101;;Regionale;Efficientamento energetico Scuole Primarie di via Casapapa e di Via Fratta;INTERVENTI DI EFFICIENTAMENTO ENERGETICO DEGLI EDIFICI SCUOLE PRIMARIE DI VIA CASAPAPA E DI VIA FRATTA;na;30;3;6;PRODUZIONE  DI ENERGIA;998;ALTRI IMPIANTI PRODUZIONE ENERGIE RINNOVABILI E ALTERNATIVE;;No;18.239.949,00;1.266.081,00;713.485,00;Si;113.000,00;5174;N;;1.824,00;1.824,00;;Si;;;;;;Si;No;No;No;No;No;No;;;In progetto per l'opera;No;;2013;15/10/2013;;SCUOLE;Si;;VIA CASAPAPA E FRATTA;0;;;Art.4 c. 2 Lett. g);;9,19106E+14;408.267.744.068.158;148.459.162.929.462
Regione Campania;2016;I54H08000000002;;Regionale;COMUNE DI ROCCAGLORIOSA;84001770654;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione avviati risultano interrotti oltre il termine contrattualmente...;5;RESTAURO;15065107;ITF35;Regionale;lavori di RESTAURO ARCHITETTONICO  DEL PALAZZO DE CURTIS;RESTAURO ARCHITETTONICO;Mq;750;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;999;ALTRE OPERE DI EDILIZIA PUBBLICA;;No;125.196.789,00;8.189.982,00;56.297.808,00;Si;900.000,00;3275;N;;1.125,00;1.125,00;;Si;;;;;;Si;No;No;No;No;No;No;;;In progetto per l'opera;No;;2008;04/11/2008;;"PALAZZO ""DE CURTIS""";No;;VIA FILIPPO DE CARO;1;INTESA ISTITUZIONALE DI PROGRAMMA - III ATTO INTEGRATIVO ACCORDO DI PROGRAMMA QUADRO IN MATERIA DI BENI CULTURALI DELLA REGIONE CAMPANIA;;Art.4 c. 2 Lett. g);;8,40E+45;401.208.532.812.156;154.428.848.600.259
