pubblicata_da;anno_rif;cup;cup_master;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;codice_natura_opera;natura_opera;tipologia_opera_incompiuta;codice_tipologia_cup;tipologia_cup;localizz_cod_istat;localizz_cod_nuts;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;settore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_necesari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria_statale;copertura_finanziaria_regionale;copertura_finanziaria_provinciale;copertura_finanziaria_comunale;altra_copertura_finanziaria_pubblica;copertura_finanziaria_privata;comunitaria;mancanza_fondi;cause_tecniche;soprav_nuove_norme_tec_disp_legge;fallim_liq_coatta_e_conc_prev;mancato_interesse_al_compl;opera_fruibile_dalla_collettivita;possibile_uso_ridim;destinazione_uso_alternativa;sentito_demanio;destinazione_uso_opera;opera_inserita_in_infrastruttura_rete;incomp_costituisce_discont_rete;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;struttura_unica;tipo_indirizzo;indirizzo;strumento_programmazione;descrizionestrumento_programmazione;altre_informazioni;livello_sviluppo;utilita_per_collettivita;id_trasm_elenco;lat;lon
Regione Emilia-Romagna;2016;I95I07000050004;null;Regionale;COMUNE DI PARMA;162210348;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;8034027;ITD52;Regionale;RECUPERO AREA EX MACELLO RICOMPRESA TRA VIALE TANARA E VIALE MENTANA - 2??? STRALCIO - TEATRO DEI DIALETTI - IMPIANTI SPECIALI;RECUPERO AREA EX MACELLO RICOMPRESA TRA VIALE TANARA E VIALE MENTANA - TEATRO DEI DIALETTI .OPERE DI COMPLETAMENTO E IMPIANTI;Mq;218.000,00;5;12;SPORT, SPETTACOLO E TEMPO LIBERO;100;TEATRI ED ALTRE STRUTTURE PER LO SPETTACOLO;null;No;218.000,00;198.050,00;0,00;Si;200.000,00;0;N;null;2.500,00;2.500,00;null;null;null;Si;null;null;null;Si;No;No;No;No;No;No;null;null;In progetto per l'opera;No;null;2007;19/11/2007;null;TEATRO DEI DIALETTI;No;null;VIALE MENTANA;0;null;null;Art.4 c. 2 Lett. g);null;1,62E+27;44.7936737556285;10.3275896929393
Regione Friuli-Venezia Giulia;2016;i13d08000000007;null;Regionale;comune di arba;81000590935;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;4;RISTRUTTURAZIONE;6093002;null;Regionale;lavori di ristrutturazione con adeguamento alle normative dell'edificio scuole elementari G. Marconi del capoluogo I??? lotto;LAVORI DI RISTRUTTURAZIONE CON ADEGUAMENTO ALLE NORMATIVE DELL' EDIFICIO SCOLASTICO SCUOLE ELEMENTARI G. MARCONI DEL CAPOLUOGO - I??? LOTTO;Mc;4.471,51;5;8;SOCIALI E SCOLASTICHE;86;EDILIZIA SCOLASTICA;null;No;398.648,00;308.800,45;308.800,45;null;null;100;N;null;399,00;399,00;Si;Si;null;Si;null;null;null;Si;No;No;No;No;No;No;null;null;In progetto per l'opera;No;null;2008;30/01/2008;null;SCUOLA ELEMENTARE G. MARCONI DEL CAPOLUOGO;No;null;VIA PASCOLI;99;programma triennale 2008-2010 elenco annuale 2008;null;Art.4 c. 2 Lett. a);null;8,10E+31;46.1465502777373;12.7992643922743
Regione Friuli-Venezia Giulia;2016;I13G01000010007;null;Regionale;COMUNE DI SAN GIOVANNI AL NATISONE (OPERE REALIZZATE DA PRIVATI A SCOMPUTO);80010450304;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;6030101;ITD42;Regionale;"Opere di urbanizzazione primaria di cui al PRPC di iniziativa privata denominato ""lottizzazione Aurora""";"OPERE DI URBANIZZAZIONE DI CUI AL PRPC DI INIZIATIVA PRIVATA DENOMINATO ""LOTTIZZAZIONE AURORA""";Mq;7.916,24;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;998;ALTRE INFRASTRUTTURE;45000000-7;No;146.327,14;146.327,14;132.354,92;Si;13.972,22;82,57;null;null;146,33;0,00;null;null;null;null;null;Si;null;Si;No;No;No;No;Si;No;null;null;In progetto per l'opera;No;null;2001;26/03/2014;null;"OPERE DI URBANIZZAZIONE DI CUI AL PRPC DI INIZIATIVA PRIVATA DENOMINATO ""LOTTIZZAZIONE AURORA""";No;null;VIA MARIANA;99;Delibere di Consiglio Comunale di adozione ed approvazione del PRPC;null;Art.4 c. 2 Lett. b);null;8,00E+31;45.9645012778191;13.408009827267
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;I26G07000300006;null;Regionale;COMUNE DI GALLICANO NEL LAZIO;2373400585;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;12058040;null;Regionale;LAVORI DI AMPLIAMENTO DELLA SEDE STRADALE E COMPLETAMENTO MARCIAPIEDI VIALE ALDO MORO;AMPLIAMENTO DELLA SEDE STRADALE E COMPLETAMENTO MARCIAPIEDI VIALE ALDO MORO;Ml;160,00;1;1;STRADALI;13;STRADE REGIONALI, PROVINCIALI E COMUNALI;45200000-9;No;206.528,76;119.421,83;91.635,47;No;null;76,73;N;null;206,58;206,58;null;Si;null;Si;null;null;null;null;null;null;Si;null;Si;Si;null;null;In progetto per l'opera;No;null;2007;03/06/2009;null;MARCIAPIEDI VIALE ALDO MORO;No;null;VIALE ALDO MOTO;0;null;null;Art.4 c. 2 Lett. e);null;2,37E+29;41.882698509217;12.7908798260632
Regione Friuli-Venezia Giulia;2016;F27E03000010002;null;Regionale;Comune di Gorizia -;122500317;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;6031007;null;Regionale;LAVORI DI REALIZZAZIONE DELL'ACCESSO DIRETTO AL BORGO CASTELLO E DI RIQUALIFICAZIONE DELLA PIAZZA VITTORIA. STRALCIO ESECUTIVO. OPERE PER LA RISALITA E GALLERIA BOMBI;Lavori di realizzazione dell'accesso diretto dal centro urbano al borgo castello - opere per la risalita;Mq;12.000,00;10;99;ALTRI SERVIZI PER LA COLLETTIVITA';999;ALTRI SERVIZI PER LA COLLETTIVITA';null;No;8.196.443,90;2.823.913,14;2.799.963,59;Si;951.492,30;74,16;null;null;8.310,00;8.310,00;null;Si;null;null;null;null;null;No;Si;No;Si;No;No;No;null;null;In progetto per l'opera;No;null;2003;03/11/2004;null;null;No;null;null;99;BORGO CASTELLO E PIAZZA VITTORIA;BORGO CASTELLO E PIAZZA VITTORIA;Art.4 c. 2 Lett. g);null;1,23E+27;45.9440575990593;13.598648864734
Regione Friuli-Venezia Giulia;2016;B73B08000150006;null;Regionale;COMUNE DI SAN QUIRINO;80001210931;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;6093017;ITD41;Regionale;RISTRUTTURAZIONE DEL CENTRO DI DOCUMENTAZIONE E CATALOGAZIONE MAGREDI DI PROPRIETA' DEL COMUNE DI SAN QUIRINO - 1??? lotto;RISTRUTTURAZIONE;Mq;1.200,53;5;8;SOCIALI E SCOLASTICHE;81;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;null;No;2.000.000,00;1.477.000,00;628.953,28;No;null;42,58;N;null;2.000,00;2.000,00;null;Si;null;Si;null;null;null;No;No;Si;No;No;No;No;null;null;In progetto per l'opera;No;null;2008;19/02/2009;null;CENTRO DI DOCUMENTAZIONE E CATALOGAZIONE DEI MAGREDI, DI PROPRIETA' DEL COMUNE DI SAN QUIRINO;No;null;VIA MOLINO DI SOTTO 41 - COMUNE DI SAN QUIRINO;0;null;null;Art.4 c. 2 Lett. g);null;8,00E+31;46.0047563355813;12.7285505330783
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;B55G09000070002;null;Regionale;COMUNE DI GENZANO DI ROMA;2242320584;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;1;NUOVA REALIZZAZIONE;12058043;null;Regionale;"Centro culturale ""C. Levi""";COMPLETAMENTO 12? LOTTO;Mc;9.687,00;5;12;SPORT, SPETTACOLO E TEMPO LIBERO;100;TEATRI ED ALTRE STRUTTURE PER LO SPETTACOLO;null;No;688.903,60;496.945,23;496.945,23;No;null;100;N;null;496,94;496,94;null;Si;null;null;null;null;null;Si;Si;No;No;No;No;No;null;null;In progetto per l'opera;No;null;2009;13/11/2009;null;CENTRO CULTURALE C. LEVI;No;null;VIA MAZZINI, 12;99;strumenti di programmazione locale;null;Art.4 c. 2 Lett. a);null;2,24E+29;41.6765955670789;12.7066886391481
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;I25C04000010006;null;Regionale;COMUNE DI GALLICANO NEL LAZIO;2373400585;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;51;COMPLETAMENTO DI NUOVA REALIZZAZIONE;12058040;ITE43;Regionale;LAVORI DI AMPLIAMENTO E COMPLETAMENTO DELLA SEDE COMUNALE;LAVORI DI COMPLETAMENTO E AMPLIAMENTO DELLA SEDE COMUNALE;Mq;1.000.000,00;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;998;ALTRE INFRASTRUTTURE;45400000-1;No;230.781,91;230.781,91;230.781,91;No;null;100;N;null;333,00;333,00;null;Si;null;Si;null;null;null;Si;No;No;No;No;No;Si;null;null;In progetto per l'opera;No;null;2004;22/03/2007;null;SEDE COMUNALE DI VIA TRE NOVEMBRE;No;null;VIA TRE NOVEMBRE;99;Finanziamento regionale ai sensi della L.R. 88/1980;null;Art.4 c. 2 Lett. a);null;2,37E+29;41.882698509217;12.7908798260632
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;B13J08000060006;null;Regionale;Comune di Palombara Sabina;998690580;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;1;NUOVA REALIZZAZIONE;12058075;null;Regionale;REALIZZAZIONE IMPIANTO DI DEPURAZIONE DEI LIQUAMI CIVILI NELLA FRAZIONE DI CRETONE;REALIZZAZIONE;Mq;550,00;2;10;OPERE DI SMALTIMENTO REFLUI E RIFIUTI;109;IMPIANTI DEPURAZIONE ACQUE;null;No;591.471,92;407.083,86;390.044,17;No;null;95,81;N;null;591,47;591,47;null;Si;null;Si;null;null;null;null;Si;null;null;null;Si;No;null;null;In progetto per l'opera;Si;No;2008;27/02/2009;null;IMPIANTO DI DEPURAZIONE;No;null;VIA MOLACCIA - FRAZIONE DI CRETONE;99;null;null;Art.4 c. 2 Lett. b);null;9,99E+27;42.0806546574927;12.7459842489469
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;G82F01000000002;null;Regionale;AZIENDA TERRITORIALE PER L'EDILIZIA RESIDENZIALE PUBBLICA DEL COMUNE DI ROMA;410700587;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;3;RECUPERO;12058091;ITE43;Regionale;RECUPERO EDILIZIO E RISTRUTTURAZIONE DI N. 2 FABBRICATI PER 80 ALLOGGI IN ROMA TIBURTINO 3^ LOTTO 12  VIA TAGLIACOZZO -;RISTRUTTURAZIONE DI NUMERO 80 ALLOGGI;nu;80,00;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;999;ALTRE OPERE DI EDILIZIA PUBBLICA;45400000-1;No;4.540.585,94;3.188.203,69;2.919.330,32;null;null;91,57;N;null;4.967,50;4.967,50;null;Si;null;null;null;null;null;No;No;No;Si;No;Si;Si;null;null;In progetto per l'opera;No;null;2001;20/01/2011;null;INTERVENTO DI RECUPERO SECONDARIO -RISTRUTTURAZIONE DI UN COMPLESSO ERP DI 80 ALLOGGI IN ROMA TIBURTINO III LOTTO 12;No;null;VIA TAGLIACOZZO;99;null;LEGGE N. 79/92 ART. 11;Art.4 c. 2 Lett. b);null;4,11E+27;41.8856460823888;12.4608743841537
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;I27H12000870006;null;Regionale;COMUNE DI GALLICANO NEL LAZIO;2373400585;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;7;MANUTENZIONE STRAORDINARIA;12058040;null;Regionale;SISTEMAZIONE A CONFORT A TERRA DELL???UTENZA PENDOLARE DELLE FERMATE DEL TRASPORTO PUBBLICO SU GOMMMA MAGGIORMENTE UTILIZZATE DEL CENTRO STORICO E DELLE ZONE PERIFERICHE, IN PROSSIMIT??? DELLA VIA PRENESTINA;SISTEMAZIONE E CONFORT A TERRA DELL'UTENZA PENDOLARE DELLE FERMATE DEL TRASPORTO PUBBLICO SU GOMMA MAGGIORMENTE UTILIZZATE DEL CENTRO STORICO E DELLE ZONE PERIFERICHE, IN PROSSIMITA' DELLA VIA PRENESTINA;ne;10,00;1;1;STRADALI;999;ALTRE OPERE STRADALI;45200000-9;No;76.466,64;54.464,64;47.898,66;No;null;87,94;N;null;76,47;76,47;null;Si;null;Si;null;null;null;null;Si;null;null;null;Si;No;null;null;In progetto per l'opera;No;null;2012;04/02/2013;null;CENTRO STORICO E ZONE PERIFERICHE;Si;null;VIA PRENESTINA NUOVA;0;null;null;Art.4 c. 2 Lett. b);null;2,37E+29;41.882698509217;12.7908798260632
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;F83B99000000003;null;Regionale;REGIONE LAZIO - DIREZIONE REGIONALE RISORSE IDRICHE E DIFESA DEL SUOLO;80143490581;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;1;NUOVA REALIZZAZIONE;12060024;null;Regionale;Lavori di costruzione dei muraglioni a monte e  a valle del ponte Berardi sul fiume Sacco a salvaguardia dell'abitato di Ceccano - COMPLETAMENTO DELL'IMPIANTO IDROVORO-;COSTRUZIONE IMPIANTO IDROVORO;por;48.600,00;2;5;DIFESA DEL SUOLO;51;SISTEMAZIONE CORSI D'ACQUA;45200000-9;No;3.216.045,29;2.500.436,72;2.497.888,18;Si;600.000,00;80,57;N;null;3.216,04;3.216,04;Si;Si;null;null;null;null;null;Si;Si;Si;No;No;Si;Si;null;null;In progetto per l'opera;No;null;1999;14/01/2011;null;FIUME SACCO;No;null;LOCALITA' SANTA MARIA A FIUME;0;null;null;Art.4 c. 2 Lett. b);null;8,01E+31;41.5664391554998;13.3313988803861
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;I48D10000060002;null;Regionale;Comune di Sant'Andrea del Garigliano;81000250605;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;4;RISTRUTTURAZIONE;12060065;ITE45;Regionale;lavori di rifacimento dell'impianto di pubblica illuminazione nel Centro Storico, via Paradiso e via S. Maria Egiziaca - Legge Regionale 13/09/2004 n. 11, art. 19;LAVORI DI RIFACIMENTO DELL'IMPIANTO DI PUBBLICA ILLUMINAZIONE NEL CENTRO STORICO, VIA PARADISO E VIA SANTA MARIA;Ml;3.500,00;3;16;DISTRIBUZIONE DI ENERGIA;66;IMPIANTI DI DISTRIBUZIONE ELETTRICA CIVILE E INDUSTRIALE;null;No;159.156,25;121.787,50;91.424,00;No;null;75,07;N;null;165,00;165,00;null;Si;null;null;null;null;null;Si;No;No;No;No;Si;No;null;null;In progetto per l'opera;No;null;2010;16/01/2012;null;IMPIANTO DI PUBBLICA ILLUMINAZIONE NE CENTRO STORICO, VIA PARADISO, VIA SANTA MARIA;No;null;VIA PARADISO, SANTA MARIA, CENTRO STORICO;99;Deliberazione della Giunta Comunale n. 52 del 23/06/2010;null;Art.4 c. 2 Lett. e);null;8,10E+31;41.3913826275868;13.8641579476066
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;B21H03000250002;null;Regionale;CONSORZIO DI BONIFICA DELL'AGRO PONTINO;91043800597;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;7;MANUTENZIONE STRAORDINARIA;12059029;null;Regionale;LOTTO 566/C - OPERE DI MIGLIORIA FUNZIONALE AL COLLETTORE SECONDA-RIO DEL RIO SASSA IN COMUNE DI SONNINO;LAVORI VERIFICA, SISTEMAZIONE IDRAULICA E MANUTENZIONE STRAORDINARIA DEL RIO SASSA ED AFFLUENTI IN COMUNE DI SONNINO;Ml;370,00;2;5;DIFESA DEL SUOLO;121;DIFESA DEL SUOLO E REGIMAZIONE ACQUE;45200000-9;No;92.597,01;54.690,79;34.230,97;No;null;62,59;N;null;774,67;774,67;null;Si;null;null;null;null;null;null;Si;null;null;null;Si;Si;null;null;In progetto per l'opera;Si;Si;2003;21/10/2013;null;LAVORI VERIFICA, SISTEMAZIONE IDRAULICA E MANUTENZIONE STRAORDINARIA DEL RIO SASSA ED AFFLUENTI IN COMUNE DI SONNINO;No;null;RIO SASSA;0;null;null;Art.4 c. 2 Lett. e);null;9,10E+31;41.4010099494569;13.2339693920692
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;G88C10000180002;null;Regionale;AZIENDA TERRITORIALE PER L'EDILIZIA RESIDENZIALE PUBBLICA DEL COMUNE DI ROMA;410700587;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;99;ALTRO;12058091;ITE43;Regionale;PROGETTAZIONE ESECUTIVA ED ESECUZIONE DI TUTTE LE OEPRE PER L'ABAdi n. 31 EDIFICI IN LOCALITA' PIETRALATA VECCHIA, TIBURTINO, SAN LORENZO - LOTTO DI APPALTO 1;REALIZZAZIONE DEI SEGUENTI IMPIANTI: N. 19 NUOVI IMPIANTI ASCENSORI N. 4 ADEGUAMNETO IMP. ASCENSORI ESISTENTI N. 6 NUOVE INSTALLAZIONI IN VANO CORSA ESISTENTI N. 2 SERVO SCALA N. 9 SERVO SCALA INTERNI AUSILIARI N. 1 SERVO SCALA ESTERNO;ne;41,00;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;999;ALTRE OPERE DI EDILIZIA PUBBLICA;45350000-5;No;3.225.848,67;2.178.102,07;871.240,80;No;null;40;N;null;2.280,70;2.280,70;null;Si;null;null;null;null;null;Si;No;No;No;No;Si;Si;null;null;In progetto per l'opera;No;null;2010;29/11/2010;null;PROGETTAZIONE ESECUTIVA E SUCCESSIVA ESECUZIONE DI TUTTE LE OPERE, COMPRESA LA FORNITURA PER L'ABBATTIMENTO DELLE BARRIERE ARCHITETTONICHE DI N. 31 EDIFICI, , NELLE LOCALIT? DI PIETRALATA VECCHIA, TIBURTINO, SAN LORENZO IN ROMA;No;null;LOCALIT?: PIETRALATA VECCHIA, TIBURTINO, SAN LORENZO;0;null;null;Art.4 c. 2 Lett. e);null;4,11E+27;41.8856460823888;12.4608743841537
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;C39H09000160002;null;Regionale;Consorzio della Bonifica Reatina;80005730579;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;7;MANUTENZIONE STRAORDINARIA;12057007;ITE42;Regionale;Sistemazione idraulica del fiume Salto in localit??? Grotti di Borgorose (RI);SISTEMAZIONE IDRAULICA;Ml;800,00;2;5;DIFESA DEL SUOLO;51;SISTEMAZIONE CORSI D'ACQUA;null;No;995.740,00;893.034,82;466.276,94;Si;426.757,88;35,33;N;null;995,74;995,74;null;Si;null;null;null;null;null;Si;No;No;No;No;Si;No;null;null;In progetto per l'opera;Si;Si;2009;16/11/2009;null;FIUME SALTO;Si;null;LOCALIT? GROTTI;99;null;"REALIZZAZIONE PASSERELLA CARRABILEIN LUOGO DEL GUADO DI VILLA TORANO, DIFESA SPONDALE CON GABBIONATE E PALIFICATE DI TIPO ""REATINA"", INCREMENTO DELLA LUCE DEL PONTE DI GROTTI MEDIANTE TUBOLARE.";Art.4 c. 2 Lett. e);null;8,00E+31;42.1921297170611;13.2625373088218
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;G88C10000210002;null;Regionale;AZIENDA TERRITORIALE PER L'EDILIZIA RESIDENZIALE PUBBLICA DEL COMUNE DI ROMA;410700587;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;99;ALTRO;12058091;ITE43;Regionale;PROGETTAZIONE ESECUTIVA ED ESECUZIONE DI TUTTE LE OPERE PER L'ABA di n. 22 EDIFICI IN LOCALITA' TOR MARANCIA - BORGO DEL TRULLO - ACILIA - OSTIA ANTICA - LAURENTINO - SPINACETO - OSTIA LIDO -  LOTTO DI APPALTO 4;INSTALLAZIONE DI N. 12 IMPIANTI ELEVATORI (N.7 IMPIANTI ESTERNI, N.2 IMPIANTI INTERNI, N. 3 IMPIANTI SERVOSCALA) E N. 10 ADEGUAMENTI IMPIANTI PREESISTENTI.;ne;22,00;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;999;ALTRE OPERE DI EDILIZIA PUBBLICA;45350000-5;No;2.221.011,85;1.779.778,69;516.136,00;No;null;29;N;null;1.594,30;1.594,30;null;Si;null;null;null;null;null;Si;No;No;No;No;Si;Si;null;null;In progetto per l'opera;No;null;2010;29/11/2010;null;PROGETTAZIONE ESECUTIVA E ESECUZIONE DI TUTTE LE OPERE PER L'ABBATTIMENTO DELLE BARRIERE ARCHITETTONICHE IN N. 22 EDIFICI IN ROMA, LOCALITA': TORMARANCIA, BORGO DEL TRULLO, ACILIA, OSTIA ANTICA, LAURENTINO, SPINACETO, OSTIA LIDO;No;null;LOCALITA': TORMARANCIA, BORGO DEL TRULLO, ACILIA, OSTIA ANTICA, LAURENTINO, SPINACETO, OSTIA LIDO;99;null;null;Art.4 c. 2 Lett. e);null;4,11E+27;41.8856460823888;12.4608743841537
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;G88C10000230001;null;Regionale;AZIENDA TERRITORIALE PER L'EDILIZIA RESIDENZIALE PUBBLICA DEL COMUNE DI ROMA;410700587;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;99;ALTRO;12058091;ITE43;Nazionale;PROGETTAZIONE ESECUTIVA ED ESECUZIONE DI TUTTE LE OPERE PER L'ABA E IMPIANTI FOTOVOLTAICI  di n. 6 EDIFICI IN LOCALITA' PIETRALATA VECCHIA LOTTO E;PROGETTAZIONE ESECUTIVA E LA REALIZZAZIONE DI N. 12 IMPIANTI ELEVATORI E N. 6 IMPIANTI FOTOVOLTAICI, FINALIZZATO ALL'ABBATTIMENTO BARRIERE ARCHITETTONICHE E PRODUZIONE ENERGIA ELETTRICA;ne;18,00;5;99;ALTRE OPERE ED INFRASTRUTTURE SOCIALI;999;ALTRE OPERE DI EDILIZIA PUBBLICA;45400000-1;No;1.689.631,69;1.323.812,57;278.000,60;No;null;21;N;null;1.538,74;1.538,74;Si;null;null;null;null;null;null;No;Si;No;No;No;Si;Si;null;null;In progetto per l'opera;No;null;2010;02/12/2010;null;PROGETTAZIONE ESECUTIVA ED ESECUZIONE DI TUTTE LE OPERE, PER LA REALIZZAZIONE DI N. 12 IMPIANTI ELEVATORI E N. 6 IMPIANTI FOTOVOLTAICI NEGLI EDIFICI IN ROMA LOCALIT? PIETRALATA VECCHIA LOTTO E;No;null;VIA MARICA E VIA SILVANO - PIETRALATA LOTTO E;1;CONVENZIONE REP. 3001 DEL 15/07/2002 - FINANZIAMENTO DECRETO DIRETTORIALE N. 8167 DEL 06/07/2009 DEL MINISTERO DELLE INFRASTRUTTURE E TRASPORTI;null;Art.4 c. 2 Lett. e);null;4,11E+27;41.8856460823888;12.4608743841537
Regione Lazio - Osservatorio Regionale Contratti Pubblici;2016;I43B10000070002;null;Regionale;"CONSORZIO DI BONIFICA N.8 ""CONCA DI SORA""";82004450605;3;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;7;MANUTENZIONE STRAORDINARIA;12060074;ITE45;Regionale;SISTEMAZIONE IDRAULICA DEL BACINO IN DESTRA E CONVOGLIAMENTO DELLE ACQUE METEORICHE;SISTEMAZIONE IDRAULICA DEL BACINO IN DESTRA E CONVOGLIAMENTO DELLE ACQUE METEORICHE;Ml;400,00;2;5;DIFESA DEL SUOLO;121;DIFESA DEL SUOLO E REGIMAZIONE ACQUE;45246200-5;No;218.400,00;100.251,58;31.215,09;Si;69.036,58;18,44;N;null;218,40;218,40;null;Si;null;null;null;null;null;Si;No;No;No;No;Si;No;null;null;In progetto per l'opera;No;null;2010;07/05/2010;null;FOSSO SAN GIORGIO;Si;null;LOC. SAN GIORGIO;0;null;null;Art.4 c. 2 Lett. e);null;8,20E+31;41.7326011623941;13.5759662733451
