pubblicata_da;cup;ambito_soggettivo;denominazione_stazione_appaltante;codice_fiscale;natura_opera;tipologia_opera_incompiuta;tipologia_cup;ambito_oggettivo;titolo;descrizione;dimensione_unita_misura;dimensione_valore;codice_sotto_settore;sottosettore;codice_categoria;categoria;cpv;progetto_cumulativo;importo_complessivo_intervento_aggiornato_ultimo_qe;importo_lavori_aggiornato_ultimo_qe_approvato;importo_complessivo_lavori_aggiornato_ultimo_sal;oneri_neccessari_per_ultimazione_lavori;importo_oneri;perc_avanzamento;sponsorizzato;finanziamento_di_prog;costo_prog;finanziamento_assegnato;copertura_finanziaria;causa;anno_decisione_attuazione;data_assegnazione_cup;data_chiusura_cup;strutture_coinvolte;indirizzo;lat;lon
Veneto;E47B86000000003;Regionale;Unione Montana della Valle del Boite;81002050250;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;Ristrutturazione Centro Servizi Comunitari di Borca di Cadore;RISTRUTTURAZIONE FABBRICATO GI??? ADIBITO AD ASILO A CENTRO SERVIZI COMUNITARI PER DISLOCAZIONE: UFFICI AMM.VI E T. C.M. P. SM. T., SERVIZI S. ED ASSISTENZIALI, P. SM. T.,  E ALTRI UFFICI PUBBLICIAL P. 1^ E 2^ E NEL SOTTOTETTO N. 2 APPARTAMENTI - DA COMPLETARE IL SECONDO PIANO DA ADIBIRE AD UFFICI PUBBLICI;vn;5;33;OPERE E INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE;3;OPERE E INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE;45400000-1;No;420912;325399;297051;Si;185202;58.18;N;null;634.54;634.54;Statale,Regionale;Mancanza fondi;1986;30/09/2013;null;RISTRUTTURAZIONE CENTRO SERVIZI COMUNITARI DI BORCA DI CADORE;VIA FRATE TOMASO DE LUCA, 5;46.4362240203069;12.1789549853863
Veneto;D21E05000050002;Regionale;COMUNE DI CASTELFRANCO VENETO;481880268;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;"ATTUAZIONE DEL PROGRAMMA INTEGRATO DI RIQUALIFICAZIONE URBANISTICA, EDILIZIA E AMBIENTALE DELL'AREA M2 ""NODO FERROVIARIO"" DI CASTELFRANCO VENETO NUOVO TERMINAL BUS (OPERE DI BENEFICIO PUBBLICO - PROTOCOLLO DI INTESA)";OPERE DI URBANIZZAZIONE PRIMARIA RELATIVE AGLI EDIFICI PRIVATI E OPERE DI BENEFICIO PUBBLICO EX ART.4 DELLA L.R.23/1999 (TERMINAL BUS, AMPLIAMENTO PARCHEGGIO, VIABILITA E OPERE ACCESSORIE, NUOVA STAZIONE POLIZIA MUNICIPALE, BIGLIETTERIA BUS);Mq;38000;5;SISTEMI DI PARCHEGGIO;157;SISTEMI DI PARCHEGGIO;45200000-9;No;4296425.95;2547219.23;1338692.11;No;null;52.56;N;null;4142;2329.8;Comunale,Privato;Fallimento liq. coatta;2005;12/05/2015;null;"AREA M2 ""NODO FERROVIARIO"" DI CASTELFRANCO VENETO NUOVO TERMINAL BUS";AREA COMPRESA TRA VIA CIMAROSA, L'AREA DELLA STAZIONE FERROVIARIA E VIALE CESARE BATTISTI;45.6670423777572;11.934746891347
Veneto;H19C06000080003;Regionale;AZIENDA TERRITORIALE EDILIZIA RESIDENZIALE DELLA PROVINCIA DI ROVIGO;41640293;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Lavori di costruzione di 1 fabbricato di 24 alloggi di edilizia residenziale pubblica in Rovigo, Via Bramante;LAVORI DI COSTRUZIONE DI UN FABBRICATO DI COMPLESSIVI 24 ALLOGGI DI EDILIZIA RESIDENZIALE PUBBLICA;vn;72;10;FABBRICATI RESIDENZIALI URBANI;103;FABBRICATI RESIDENZIALI URBANI;45211100-0;No;2333690;1513918.74;868497.69;Si;1178000;32.26;N;null;2333.69;2333.69;Statale,Regionale;Cause tecniche,Fallimento liq. coatta;2006;03/12/2008;null;N.1 FABBRICATO;VIA BRAMANTE;45.0696348313248;11.7949835101971
Emilia-Romagna;H83B07000010001;Regionale;Comune di Fornovo di taro;322400342;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;CONTENIMENTO DEL RISCHIO IDROGEOLOGICO DEI PENDII A MONTE DELL'ABITATO DI FORNOVO DI TARO INTERESSANTI IL NUCLEO STORICO DI CARONA E CONSEGUENTE VALORIZZAZIONE AMBIENTALE;REALIZZAZIONE DI SISTEMI DRENANTI E SUCCESSIVA VALORIZZAZIONE AMBIENTALE;Mq;168000;5;CONSOLIDAMENTO ABITATI;141;CONSOLIDAMENTO ABITATI;45200000-9;No;2864721.61;1941206.11;1164208.44;No;null;59.97;N;null;2864.72;2864.72;Statale;Soprav. Nuove norme;2007;28/11/2007;null;PENDII A MONTE DELL'ABITATO DI FORNOVO DI TARO IN LOCALIT? CARONA.;LOCALIT? CARONA;44.6685701218841;10.1118611942301
Veneto;H44B04000070002;Regionale;Comune di Breda di Piave;80006200267;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;"PIRUEA ""Antonio Basso"": demolizione di opificio industriale e realizzazione di edifici residenziali-commerciali. E' prevista la realizzazione di una palestra a scomputo oneri.";"PIRUEA ""ANTONIO BASSO"": DEMOLIZIONE DI OPIFICIO INDUSTRIALE E REALIZZAZIONE DI EDIFICI RESIDENZIALI-COMMERCIALI. E' PREVISTA LA REALIZZAZIONE DI UNA PALESTRA A SCOMPUTO ONERI.";Mc;9069;12;IMPIANTI SPORTIVI;98;IMPIANTI SPORTIVI;45200000-9;No;1956804;1646054;672051;No;null;40.83;null;null;1852.3;206.25;Comunale,Privato;Cause tecniche;2004;30/09/2013;30/09/2013;PALESTRA COMUNALE;VIA TERMINE;45.7181357042926;12.3587532684066
Veneto;B31B05000450006;Regionale;COMUNE DI GAZZO VERONESE;82002770236;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;RISTRUTTURAZIONE;Regionale;Lavori di conservazione e valorizzazione culturale con adeguamento a struttura polifunzionale pubblica dell'ex Chiesa Benedettina di San Giovanni Battista in frazione di Correzzo;REALIZZAZIONE STRUTTURA POLIFUNZIONALE MEDIANTE IL RESTAURO E RISTRTTURAZIONE DI EDIFICIO EX CHIESA BENEDETTINA;Mq;410;11;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DEL PATRIMONIO RURALE;98;OPERE PER IL RECUPERO, VALORIZZAZIONE E FRUIZIONE DEL PATRIMONIO RURALE;45400000-1;No;2152500;800000;800000;Si;1352500;37.17;N;null;2152.5;2152.5;Statale,Altro;Mancanza fondi,Mancato interesse;2005;05/05/2015;null;EX CHIESA BENEDETTINA DI SAN GIOVANNI BATTISTA VIA CHIESA, FRAZIONE DI CORREZZO RECUPERO DI EDIFICIO ECCLESIASTICO DISMESSO PER LA REALIZZAZIONE DI UNA SALA CIVICA.;VIA CHIESA VECCHIA;45.1348076231908;11.094687716201
Veneto;J77C06000000003;Regionale;AZIENDA TERRITORIALE PER L'EDILIZIA RESIDENZIALE DELLA PROVINCIA DI VENEZIA;181510272;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI RECUPERO;Regionale;Lavori di costruzione di un edificio per complessivi n. 19 alloggi in Comune di Venezia, Isola della Giudecca, Campo Marte. PEI 5380;REALIZZAZIONE 19 ALLOGGI;Mq;1311;10;FABBRICATI RESIDENZIALI URBANI;103;FABBRICATI RESIDENZIALI URBANI;null;No;3956591.6;2783628.15;725518.31;No;null;26.06;N;null;2704.83;2704.83;Statale,Regionale;Fallimento liq. coatta;2006;09/06/2008;null;EDIFICIO DI EDILIZIA RESIDENZIALE PUBBLICA;CAMPO MARTE GIUDECCA, COMUNE DI VENEZIA;45.467733730667;12.3462894106885
Veneto;J51B12000400007;Regionale;COMUNE DI LAMON;204380257;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Rifacimento dell???impianto di pubblica illuminazione di Via Slongo e Via Beccaroi;LAVORI DI RIFACIMENTO DELL?IMPIANTO DI PUBBLICA ILLUMINAZIONE DI VIA SLONGO E VIA BECCAROI;Ml;545;1;OPERE STRADALI;999;OPERE STRADALI;null;No;83640.8;39298.2;8500;null;null;21.63;N;null;83.64;83.64;Regionale,Altro;Mancanza fondi,Cause tecniche,Fallimento liq. coatta;2012;22/09/2014;null;LAVORI DI RIFACIMENTO DELL?IMPIANTO DI PUBBLICA ILLUMINAZIONE DI VIA SLONGO E VIA BECCAROI;VIA SLONGO;46.0581356727931;11.7235136179837
Veneto;J79B08000180006;Regionale;COMUNE DI MONTEVIALE;218540243;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;AMPLIAMENTO;Regionale;OPERA PUBBLICA IMPIANTI COMUNALI PER LO SPORT SALUTE E TEMPO LIBERO - PARCO DONESTRA CALLECURTA;REALIZZAZIONE: PIASTRA PER SAGRE PAESANE, ANFITEATRO PER MANIFESTAZIONI CULTURALI, PERCORSO NATURA;Mq;10000;12;STRUTTURE RICREATIVE;999;STRUTTURE RICREATIVE;null;No;370000;250003.45;89425.01;Si;209421.56;19.46;N;null;370;370;Regionale,Comunale;Cause tecniche;2008;06/11/2009;null;IMPIANTI COMUNALI PER LA SALUTE, SPORT ED IL TEMPO LIBERO;VIA CALLECURTA, LOC. DONESTRA CALLECURTA;45.5606575194189;11.4703790685816
Veneto;B39D06000060003;Regionale;Comune di Cassola;82000790244;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;Impianto natatorio in frazione San Giuseppe;IMPIANTO NATATORIO COPERTO COMPLETO DI CENTRO FITNESS E RISTORAZIONE;Mq;13000;12;IMPIANTI SPORTIVI;98;IMPIANTI SPORTIVI;null;No;18545222.49;14378487.15;2249611.81;No;null;15.65;N;null;16009;3100;Statale,Comunale,Altro,Privato;Fallimento liq. coatta;2006;09/01/2007;null;IMPIANTO NATATORIO FRAZIONE SAN GIUSEPPE;VIA PORTILE;45.7441386963419;11.7811841424421
Veneto;B79H08000230006;Regionale;COMUNE DI CARBONERA;80006890265;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;REALIZZAZIONE DEL PRIMO STRALCIO FUNZIONALE DEL POLO SCOLASTICO NELL'AREA CENTRALE DI CARBONERA - REALIZZAZIONE SCUOLA ELEMENTARE DI CARBONERA E PEZZAN;REALIZZAZIONE PRIMO STRALCIO FUNZIONALE DEL POLO SCOLASTICO NELL'AREA CENTRALE DI CARBONERA - REALIZZAZIONE;na;15;8;EDILIZIA SCOLASTICA;86;EDILIZIA SCOLASTICA;null;No;5700000;4594466.3;624448.06;Si;5700000;6.07;N;null;5516.28;5516.28;Regionale,Comunale;Mancanza fondi;2008;27/01/2009;null;SCUOLA ELEMENTARE DI CARBONERA E PEZZAN;VIA QUATTRO NOVEMBRE;45.6983362126212;12.3015814974541
Veneto;C89H09000010006;Regionale;COMUNE DI CITTADELLA;81000370288;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;REALIZZAZIONE NUOVA SCUOLA ELEMENTARE VIA VECCHIA DI BASSANO - (PALESTRA);REALIZZAZIONE SCUOLA ELEMENTARE - PALESTRA;Mq;1104;8;EDILIZIA SCOLASTICA;86;EDILIZIA SCOLASTICA;45000000-7;No;1350000;15000;15000;Si;1335000;1.11;N;null;4800;4800;Regionale,Comunale;Mancanza fondi;2009;23/03/2009;null;SCUOLA ELEMENTARE POZZETTO;VIA VECCHIA DI BASSANO;45.6546009140367;11.768758295133
Veneto;H61H12000040003;Regionale;Regione del Veneto - Direzione Infrastrutture Trasporti e Logistica - U.O. Infrastrutture Strade e Concessioni;80007580279;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Soppressione passaggio a livello km 32+328 tratta Padova-Camposampiero della linea Padova-Castelfranco V.to del 1??? stralcio del sistema ferroviario metropolitano regionale e costruzione relativo sottopasso;SOPPRESSIONE PASSAGGIO A LIVELLO KM 32+328 DELLA TRATTA PADOVA-CAMPOSAMPIERO MEDIANTE REALIZZAZIONE DI UN SOTTOPSASSO IN ASSE AL PASSAGGIO A LIVELLO DI VIA ROMA;Ml;5380000;3;LINEE FERROVIARIE;31;LINEE FERROVIARIE;null;No;5380000;5380000;0;Si;5380000;0;N;null;5380;5380;Statale,Regionale;Cause tecniche;2012;14/10/2013;null;TRATTA FERROVIARIA PADOVA-CASTELFRANCO VENETO;VIA ROMA;45.5364216168861;11.8920498440852
Veneto;H21H12000090003;Regionale;Regione del Veneto - Direzione Infrastrutture Trasporti e Logistica - U.O. Infrastrutture Strade e Concessioni;80007580279;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Soppressione passaggio a livello km 28+294 della tratta Mestre-Castelfranco V.to del 1??? stralcio del Sistema Ferroviario Metropolitano Regionale e costruzione relativo sottopasso;SOPPRESSIONE PASSAGGIO A LIVELLO KM 28+294 DELLA TRATA MESTRE - CASTELFRANCO E REALIZZAZIONE SOTTOPASSO NELLE ADIACENZE DELL'ATTUALE PASSAGGIO A LIVELLO;Ml;5385000;3;LINEE FERROVIARIE;31;LINEE FERROVIARIE;null;No;5385000;5385000;0;Si;5385000;0;N;null;5385;5385;Statale,Regionale;Cause tecniche;2012;15/10/2013;null;TRATTA FERROVIARIA SALZANO - CASTELFRANCO VENETO;VIA BRIGOLA;45.6353369782972;11.9679725799092
Veneto;H41H12000080003;Regionale;Regione del Veneto - Direzione Infrastrutture Trasporti e Logistica - U.O. Infrastrutture Strade e Concessioni;80007580279;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Soppressione passaggio a livello km 22+894 della tratta Mestre-Castelfranco V.to del 1??? stralcio del sistema ferroviario metropolitano regionale e costruzione relativo sottopasso;SOPPRESSIONE PASSAGGIO A LIVELLO KM 22+894 DELLA TRATTA MESTRE-CASTELFRANCO E REALIZZAZIONE DI UN SOTTOPASSO NELLE AIDACENZE DELL'ATTUALE PASSAGGIO A LIVELLO;Ml;4215000;3;LINEE FERROVIARIE;31;LINEE FERROVIARIE;null;No;4215000;4215000;0;Si;4215000;0;N;null;4215;4215;Statale,Regionale;Cause tecniche;2012;15/10/2013;null;TRATTA FERROVIARIA SALZANO - CASTELFRANCO VENENTO;VIA ALBERE;45.6190828809678;12.0213351724559
Veneto;H91H12000110003;Regionale;Regione del Veneto - Direzione Infrastrutture Trasporti e Logistica - U.O. Infrastrutture Strade e Concessioni;80007580279;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Soppressione passaggio a livello km 17+093 della tratta Mestre-Castelfranco V.to del 1??? stralcio del Sistema Ferroviario Metropolitano Regionale e costruzione relativo sottopasso;SOPPRESSIONE PASSAGGIO A LIVELLO KM 17+093 DELLA TRATTA MESTRE - CASTELFRANCO E REALIZZAZIONE DI UN SOTTOPASSO NELLE ADIACENCE DEL'ATTUALE PASSAGGIO A LIVELLO;Ml;3685000;3;LINEE FERROVIARIE;31;LINEE FERROVIARIE;null;No;3675000;3675000;0;Si;3675000;0;N;null;3675;3675;Statale,Regionale;Cause tecniche;2012;15/10/2013;null;TRATTA FERROVIARIA SALZANO - CASTELFRANCO VENETO;VIA CASON;45.5535675432436;12.0677567058488
Veneto;H21H12000100003;Regionale;Regione del Veneto - Direzione Infrastrutture Trasporti e Logistica - U.O. Infrastrutture Strade e Concessioni;80007580279;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Soppressione passaggio a livello km 30+517 della tratta Mestre-Castelfranco Veneto del 1??? stralcio del Sistema Ferroviario Metropolitano Regionale;SOPPRESSIONE PASAGGIO A LIVELLO KM 30+517 DELLA TRATTA MESTRE-CASTELFRANCO V.TO E REALIZZAZIONE SOTTOPASSO NELLE ADIACENZE DELL'ATTUALE PASSAGGIO A LIVELLO;Ml;7510000;3;LINEE FERROVIARIE;31;LINEE FERROVIARIE;null;No;7510000;7510000;0;Si;7510000;0;N;null;7510;7510;Statale,Regionale;Cause tecniche;2012;15/10/2013;null;TRATTA FERROVIARIA SALZANO - CASTELFRANCO VENETO;VIA DE AMICIS;45.6670423777572;11.934746891347
Veneto;H91H12000100003;Regionale;Regione del Veneto - Direzione Infrastrutture Trasporti e Logistica - U.O. Infrastrutture Strade e Concessioni;80007580279;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Soppressione passaggio a livello km 14+550 tratta Mestre-Castelfranco dellaprima fase  del Sistema Ferroviario Metropolitano Regionale e costruzione relativo sottopasso;SOPPRESSIONE PASSAGGIO A LIVELLO KM 14+550 DELLA TRATTA MESTRE-CASTELFRANCO VENETO E REALIZZAZIONE SOTTOPASSO NELLE ADIACENZE DELL'ATTUALE PASSAGGIO A LIVELLO;Ml;8030000;3;LINEE FERROVIARIE;31;LINEE FERROVIARIE;null;No;8030000;8030000;0;Si;8030000;0;N;null;8030;8030;Statale,Regionale;Cause tecniche;2012;15/10/2013;null;TRATTA FERROVIARIA SALZANO-CASTELFRANCO VENETO;VIA DEGLI ONGARI;45.5535675432436;12.0677567058488
Veneto;H47E14000200006;Regionale;COMUNE DI STRA;82007270273;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;COMPLETAMENTO DI RESTAURO;Regionale;Restauro e risanamento conservativo Villa Loredan - opere di completamento;RESTAURO E RISANAMENTO CONSERVATIVO DI VILLA LOREDAN - OPERE DI COMPLETAMENTO.;vn;3350000000;33;OPERE E INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE;3;OPERE E INFRASTRUTTURE PER SEDI DELLA PUBBLICA AMMINISTRAZIONE;45215000-7;No;1800000;1800000;0;Si;1800000;0;N;null;1800;1800;Regionale,Comunale;Mancanza fondi,Fallimento liq. coatta;2014;19/12/2014;null;RESTAURO E RISANAMENTO CONSERVATIVO DI VILLA LOREDAN - OPERE DI COMPLETAMENTO.;VIA ROMA 1;45.4104478604577;12.0311415746498
Veneto;H41B05000340007;Regionale;Comune di Breda di Piave;80006200267;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;"piruea ""ex tessitura Zangrando"": realizzazione opere di urbanizzazione (verde, parcheggi, marciapiedi e pista ciclabile)";PIRUEA ZANGRANDO: REALIZZAZIONE OPERE A SCOMPUTO ONERI URBANIZZAZIONE (PARCHEGGIO, VERDE, MARCIAPIEDI E PISTA CICLABILE);Mq;4038;1;OPERE STRADALI;999;OPERE STRADALI;45200000-9;No;463829.28;0;0;No;null;0;null;null;463.83;0;Privato;Mancanza fondi,Fallimento liq. coatta;2005;30/09/2013;null;PIRUEA ZANGRANDO: REALIZZAZIONE OPERE A SCOMPUTO ONERI URBANIZZAZIONE (PARCHEGGIO, VERDE, MARCIAPIEDI E PISTA CICLABILE);VIA TRENTO E TRIESTE;45.7181357042926;12.3587532684066
Veneto;H91H12000090003;Regionale;Regione del Veneto - Direzione Infrastrutture Trasporti e Logistica - U.O. Infrastrutture Strade e Concessioni;80007580279;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Soppressione passagio a livello km 46+160 della tratta Padova-Camposampiero della linea Padova-Castelfranco del 1??? stralcio del sistema ferroviario metropolitano regionale e costruzione relativo sottopasso;SOPPRESSIONE PASSAGGIO A LIVELLO KM 46+160 DELLA TRATTA PADOVA-CAMPOSAMPIERO E REALIZZAZIONE DI UN SOTTOPASSO IN ASSE ALL'ATTUALE PASSAGGIO A LIVELLO;Ml;6090000;3;LINEE FERROVIARIE;31;LINEE FERROVIARIE;null;No;6090000;6090000;0;Si;6090000;0;N;null;6090;6090;Statale,Regionale;Cause tecniche;2012;14/10/2013;null;TRATTA FERROVIARIA PADOVA-CASTELFRANCO VENETO;VIA TICINO;45.4033796242734;11.8831788784145
Veneto;H41H12000070003;Regionale;Regione del Veneto - Direzione Infrastrutture Trasporti e Logistica - U.O. Infrastrutture Strade e Concessioni;80007580279;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;NUOVA REALIZZAZIONE;Regionale;Soppressione passaggio a livello km 3+750 tratta Padova-Camposampiero della linea Padova-Castelfranco del 1??? stralcio del sistema ferroviario metropolitano regionale e cotruzione relativo sottopasso;SOPPRESSIONE PASSAGGIO A LIVELLO KM 3+750 DELLA TRATTA CAMPOSAMPIERO-CASTELFRANCO V.TO E REALIZZAZIONE SOTTOPASSO CARRABILE NELLE ADIACENZE DELL'ATTUALE PASSAGGIO A LIVELLO;Ml;4890000;3;LINEE FERROVIARIE;31;LINEE FERROVIARIE;null;No;4890000;4890000;0;Si;4890000;0;N;null;4890;4890;Statale,Regionale;Cause tecniche;2012;14/10/2013;null;TRATTA FERROVIARIA PADOVA-CASTELFRANCO VENETO;VIA SANGUETTARA;45.5987241504839;11.941037008972
Veneto;H41B09001240006;Regionale;Comune di Breda di Piave;80006200267;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);a) i lavori di realizzazione, avviati, risultano interrotti oltre il termine contrattualmente...;NUOVA REALIZZAZIONE;Regionale;"P.I.R.U.E.A. ""Antonio Basso"": demolizione di opificio industriale e realizzazione di edifici residenziali-commerciali. E' prevista la realizzazione di una pista ciclabile a carico del Comune.";REALIZZAZIONE DI PISTA CICLO PEDONALE;Ml;1319;1;PISTE CICLABILI;14;PISTE CICLABILI;45200000-9;No;713000;713000;0;No;null;0;N;null;713;713;Regionale,Comunale;Mancanza fondi;2009;30/09/2013;null;VIA A. DAL VESCO;VIA A. DAL VESCO;45.7181357042926;12.3587532684066
Emilia-Romagna;J67J09000100005;Regionale;S.TE.P.RA. SOC. CONS. A R.L.;830680393;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;Lavori di realizzazione del PUE Bassette Ovest (RA) ??? STRALCIO A e B;LAVORI DI REALIZZAZIONE DEL PUE BASSETTE OVEST (RA) - STRALCIO A;Mq;149157;39;INFRASTRUTTURE CIVILI PER AREE INDUSTRIALI;144;INFRASTRUTTURE CIVILI PER AREE INDUSTRIALI;45230000-8;No;1679431.41;1679431.41;1679431.41;No;null;100;N;null;3013;3013;Altro;Mancanza fondi;2009;21/02/2011;null;LAVORI DI REALIZZAZIONE DEL PUE BASSETTE OVEST (RA);VIA ROMEA NORD;44.4127920936089;12.1931325799298
Emilia-Romagna;H94B13000140003;Regionale;COMUNE DI SORAGNA;223170341;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);b) i lavori di realizzazione, avviati, risultano interrotti entro il termine previsto...;COMPLETAMENTO DI RESTAURO;Regionale;RISTRUTTURAZIONE CONVENTO DEL CARMINE;RISTRUTTURAZIONE CONVENTO DEL CARMINE;Mq;1000;8;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;81;EDILIZIA SOCIALE, CULTURALE E ASSISTENZIALE;null;No;450000;450000;450000;No;null;100;N;null;2868.9;1265;Altro,Privato;Mancanza fondi;2013;30/09/2013;null;RISTRUTTURAZIONE CONVENTO DEL CARMINE;PIAZZA CADUTI VIA FANI;44.9377024702373;10.138566079606
Emilia-Romagna;J87D06000040007;Regionale;S.TE.P.RA. SOC. CONS. A R.L.;830680393;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;OPERE DI URBANIZZAZIONE DELL???AREA A DESTINAZIONE PRODUTTIVA SITA A LUGO (RA), S.P. QUARANTOLA;OPERE DI URBANIZZAZIONE DELL???AREA A DESTINAZIONE PRODUTTIVA SITA A LUGO (RA), S.P. QUARANTOLA;Mq;74100;39;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;999;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;45230000-8;No;692245.34;692245.34;692245.34;No;null;100;N;null;754.57;754.57;Altro;Mancanza fondi;2006;11/12/2006;null;null;null;44.4127920936089;12.1931325799298
Emilia-Romagna;J97D06000040007;Regionale;S.TE.P.RA. SOC. CONS. A R.L.;830680393;REALIZZAZIONE DI LAVORI PUBBLICI (OPERE ED IMPIANTISTICA);c) i lavori di realizzazione, ultimati, non sono stati collaudati nel termine previsto...;NUOVA REALIZZAZIONE;Regionale;LAVORI DI URBANIZZAZIONE DELL'AREA DESTINATA A NUOVI INSEDIAMENTI PRODUTTIVI SITA NEL COMUNE DI RIOLO TERME, VIA BOLOGNA;LAVORI DI URBANIZZAZIONE DELL'AREA DESTINATA A NUOVI INSEDIAMENTI PRODUTTIVI SITA NEL COMUNE DI RIOLO TERME, VIA BOLOGNA;Mq;31230;39;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;999;INFRASTRUTTURE PER ATTREZZATURE DI AREE PRODUTTIVE;45230000-8;No;384998.02;384998.02;384998.02;No;null;100;N;null;417.58;417.58;Altro;Mancanza fondi;2006;14/12/2006;null;null;null;44.2765994718364;11.7021452270068
